Unidade,Unidade Superior,Relacionamento Interpessoal,Liderança,Organização,Responsabilidade,Flexibilidade,Disponibilidade,Comunicação,Gestão de Materiais,Atualização,Conhecimento
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,4,4,4,4,4,4,5,4,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,4,4,4,4,5,4,4,4,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,5,5,5,4,5,4,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,3,3,5,4,5,3,4,5,5,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,5,5,5,5,5,4,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,4,4,4,4,4,4,4,4,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,5,4,5,4,5,4,5,4,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,5,5,5,5,5,4,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,4,4,4,4,4,4,4,4,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,4,4,4,4,4,4,4,4,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,4,4,4,4,4,4,4,4,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,4,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,3,5,5,4,4,5,5,5,4,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Atenção à Saúde e Assistência Social - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,4,4,5,5,4,4,4,5,4,5
Divisão de Atenção à Saúde e Assistência Social - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,4,4,5,5,5,5,5,5,5,4
Divisão de Atenção à Saúde e Assistência Social - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,5,5,5
Divisão de Atenção à Saúde e Assistência Social - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,5,5,5
Divisão de Atenção à Saúde e Assistência Social - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,5,5,5
Divisão de Atenção à Saúde e Assistência Social - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,4,5,5,4,5,5,4,5,5
Divisão de Atenção à Saúde e Assistência Social - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,5,5,5
Divisão de Avaliação Institucional,Secretaria de Avaliação Institucional,5,5,5,5,5,5,5,5,5,5
Divisão de Contabilidade e Finanças - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,4,4,4,4,4,4,4,4,4,4
Divisão de Contabilidade e Finanças - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,5,5,5
Divisão de Controle de Compras,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Controle de Compras,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Controle de Compras,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Controle de Compras,Diretoria de Materiais e Patrimônio,5,4,4,4,5,5,5,5,4,4
Divisão de Desenvolvimento na Carreira e Capacitação,Diretoria de Desenvolvimento de Pessoas,5,5,4,5,5,5,5,5,5,5
Divisão de Desenvolvimento na Carreira e Capacitação,Diretoria de Desenvolvimento de Pessoas,5,4,3,4,3,5,5,5,4,5
Divisão de Desenvolvimento na Carreira e Capacitação,Diretoria de Desenvolvimento de Pessoas,5,5,5,5,4,5,5,5,5,5
Divisão de Desenvolvimento na Carreira e Capacitação,Diretoria de Desenvolvimento de Pessoas,5,4,3,4,3,5,4,5,4,5
Divisão de Desenvolvimento na Carreira e Capacitação,Diretoria de Desenvolvimento de Pessoas,4,3,4,4,3,4,4,4,4,4
Divisão de Enfermagem,Gerência De Atenção À Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Fiscalização Administrativa,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Fiscalização Administrativa,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Fiscalização Administrativa,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Fiscalização Administrativa,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Fiscalização Administrativa,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Fiscalização Administrativa,Diretoria de Contratações de Obras e Serviços,5,5,5,5,4,5,5,5,5,5
Divisão de Fiscalização Administrativa,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Fiscalização Administrativa,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Superintendência de Infraestrutura,5,5,5,5,4,5,5,5,5,5
Divisão de Gestão Administrativa,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Superintendência de Infraestrutura,4,4,5,5,5,5,5,5,5,4
Divisão de Gestão Administrativa,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Centro de Educação Física e Desportos,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CAr,Centro de Artes,5,5,5,5,5,5,5,5,5,4
Divisão de Gestão Administrativa CCE,Centro de Ciências Exatas,3,4,5,4,3,4,4,4,4,4
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,4,5,5,4,5,5,5,5
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,4,4,4,4,4,5,5,5,4
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,4,4,4,4,4,4,5,5,4
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCHN,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCJE,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCJE,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCJE,Centro de Ciências Jurídicas e Econômicas,4,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCJE,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCJE,Centro de Ciências Jurídicas e Econômicas,4,4,4,4,4,4,4,4,4,4
Divisão de Gestão Administrativa CCJE,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCS,Centro de Ciências da Saúde,4,5,5,5,2,5,4,5,5,3
Divisão de Gestão Administrativa CCS,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CCS,Centro de Ciências da Saúde,5,4,4,5,5,5,4,4,5,5
Divisão de Gestão Administrativa CE,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CE,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa CE,Centro de Educação,5,4,4,5,5,5,4,5,5,4
Divisão de Gestão Administrativa CT,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa PROEX,Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão Administrativa PRPPG,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão da Informação,Pró-Reitoria de Gestão de Pessoas,5,4,3,4,4,5,5,5,3,4
Divisão de Gestão da Informação,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão da Informação,Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão de Pessoas,Gerência Administrativa,5,5,5,5,5,5,5,5,5,5
Divisão de Gestão de Pessoas,Gerência Administrativa,4,5,5,5,5,5,5,5,5,5
Divisão de Importação e Exportação,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Importação e Exportação,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Informações Gerenciais,Diretoria de Planejamento e Informações Institucionais,5,5,5,5,5,5,5,5,5,5
Divisão de Línguas,Secretaria de Relações Internacionais,5,5,4,5,5,5,4,5,5,4
Divisão de Logística e Infraestrutura Hospitalar,Gerência Administrativa,5,5,5,5,5,5,5,5,5,5
Divisão de Manutenção de Edificações e Infraestrutura Urbana,Diretoria de Manutenção de Edificações e Equipamentos,4,4,4,4,4,5,4,3,4,4
Divisão de Manutenção de Edificações e Infraestrutura Urbana,Diretoria de Manutenção de Edificações e Equipamentos,5,5,5,5,5,5,5,5,4,5
Divisão de Manutenção de Edificações e Infraestrutura Urbana,Diretoria de Manutenção de Edificações e Equipamentos,4,4,4,5,4,5,4,5,4,5
Divisão de Manutenção de Edificações e Infraestrutura Urbana,Diretoria de Manutenção de Edificações e Equipamentos,4,4,5,5,4,5,5,5,5,5
Divisão de Manutenção de Edificações e Infraestrutura Urbana,Diretoria de Manutenção de Edificações e Equipamentos,5,4,4,4,4,5,4,4,4,5
Divisão de Manutenção de Edificações e Infraestrutura Urbana,Diretoria de Manutenção de Edificações e Equipamentos,4,5,5,5,4,5,4,5,5,5
Divisão de Manutenção de Edificações e Infraestrutura Urbana,Diretoria de Manutenção de Edificações e Equipamentos,5,5,5,5,5,5,5,5,5,5
Divisão de Manutenção de Edificações e Infraestrutura Urbana,Diretoria de Manutenção de Edificações e Equipamentos,5,5,5,5,5,5,5,5,5,5
Divisão de Manutenção de Equipamentos,Diretoria de Manutenção de Edificações e Equipamentos,5,4,4,5,4,5,5,4,4,4
Divisão de Manutenção de Equipamentos,Diretoria de Manutenção de Edificações e Equipamentos,5,5,5,5,5,5,5,5,5,5
Divisão de Manutenção de Equipamentos,Diretoria de Manutenção de Edificações e Equipamentos,5,4,4,5,4,5,5,4,5,5
Divisão de Meio Ambiente e Sustentabilidade,Diretoria de Planejamento Físico,5,5,5,5,5,5,5,5,5,5
Divisão de Meio Ambiente e Sustentabilidade,Diretoria de Planejamento Físico,5,5,5,5,5,5,5,5,5,5
Divisão de Meio Ambiente e Sustentabilidade,Diretoria de Planejamento Físico,5,4,4,5,4,5,4,5,5,5
Divisão de Meio Ambiente e Sustentabilidade,Diretoria de Planejamento Físico,5,5,5,5,5,5,5,5,5,5
Divisão de Mobilidade para a Ufes,Secretaria de Relações Internacionais,5,5,5,5,5,5,5,5,5,5
Divisão de Patrimônio,Diretoria de Materiais e Patrimônio,5,5,4,5,4,5,5,5,4,5
Divisão de Planejamento de Materiais,Diretoria de Materiais e Patrimônio,4,5,5,5,5,5,4,5,5,5
Divisão de Planejamento de Materiais,Diretoria de Materiais e Patrimônio,5,5,5,5,4,5,5,5,5,5
Divisão de Produtos Web,Diretoria de Governança e Gestão,5,5,5,5,5,5,5,5,5,5
Divisão de Produtos Web,Diretoria de Governança e Gestão,5,5,5,5,5,5,5,5,5,5
Divisão de Produtos Web,Diretoria de Governança e Gestão,5,5,5,5,5,5,5,5,5,5
Divisão de Produtos Web,Diretoria de Governança e Gestão,5,5,5,5,5,5,5,5,5,5
Divisão de Produtos Web,Diretoria de Governança e Gestão,5,5,5,5,5,5,5,5,5,5
Divisão de Produtos Web,Diretoria de Governança e Gestão,5,5,5,5,5,5,5,5,5,5
Divisão de Projetos de Desenvolvimento de Pessoas,Diretoria de Desenvolvimento de Pessoas,5,5,5,5,5,5,5,5,5,5
Divisão de Projetos de Desenvolvimento de Pessoas,Diretoria de Desenvolvimento de Pessoas,5,5,5,5,5,5,5,5,5,5
Divisão de Projetos de Desenvolvimento de Pessoas,Diretoria de Desenvolvimento de Pessoas,5,5,5,5,5,5,5,5,5,5
Divisão de Projetos de Desenvolvimento de Pessoas,Diretoria de Desenvolvimento de Pessoas,5,5,5,5,5,5,5,5,5,5
Divisão de Recursos Materiais - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,5,5,5
Divisão de Recursos Materiais - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,5,5,4
Divisão de Recursos Materiais - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,4,5,5,4,5,5
Divisão de Recursos Materiais - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,4,4,4,4,4,4,4,4,4,4
Divisão de Recursos Materiais - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,5,5,5
Divisão de Segurança,Diretoria de Segurança e Logística,4,4,4,4,4,4,4,4,4,4
Divisão de Segurança,Diretoria de Segurança e Logística,5,5,5,5,5,5,5,5,5,5
Divisão de Segurança,Diretoria de Segurança e Logística,5,5,5,5,5,5,5,5,5,5
Divisão de Segurança,Diretoria de Segurança e Logística,5,4,4,5,5,4,5,4,5,5
Divisão de Segurança,Diretoria de Segurança e Logística,4,4,4,4,4,4,4,4,4,4
Divisão de Segurança,Diretoria de Segurança e Logística,5,5,5,5,5,5,5,5,5,5
Divisão de Serviços de Engenharia - Setorial Norte,Diretoria de Infraestrutura - Setorial Norte,5,5,5,5,5,5,5,5,5,5
Divisão de Serviços de Engenharia - Setorial Norte,Diretoria de Infraestrutura - Setorial Norte,5,5,5,5,5,5,5,5,5,5
Divisão de Serviços de Engenharia - Setorial Norte,Diretoria de Infraestrutura - Setorial Norte,5,4,5,5,4,5,3,5,5,5
Divisão de Serviços de Engenharia - Setorial Norte,Diretoria de Infraestrutura - Setorial Norte,5,5,5,5,5,5,5,5,5,5
Divisão de Suporte,Diretoria de Gestão da Extensão,5,5,4,5,5,5,5,5,5,5
Divisão de Suporte,Diretoria de Gestão da Extensão,5,5,5,5,5,5,5,5,5,5
Divisão de Suporte,Diretoria de Gestão da Extensão,5,4,5,5,5,5,5,5,5,5
Divisão de Suporte,Diretoria de Gestão da Extensão,5,4,4,5,5,5,5,5,5,4
Divisão de Suporte,Diretoria de Gestão da Extensão,5,5,5,5,5,5,5,5,5,5
Divisão de Tecnologia da Informação - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,4,5,5
Divisão de Tecnologia da Informação - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,4,5,5,5,5,5,5,5
Divisão de Tecnologia da Informação - Setorial Norte,Diretoria de Suporte Administrativo - Setorial Norte.,5,5,5,5,5,5,5,5,5,5
Divisão de Transporte e Logística,Diretoria de Segurança e Logística,5,4,5,5,4,4,4,4,5,5
Divisão de Transporte e Logística,Diretoria de Segurança e Logística,4,4,3,4,4,4,4,4,4,4
Divisão de Transporte e Logística,Diretoria de Segurança e Logística,5,5,5,5,5,5,5,5,5,5
Divisão de Transporte e Logística,Diretoria de Segurança e Logística,5,5,5,5,5,5,5,5,5,5
Divisão de Transporte e Logística,Diretoria de Segurança e Logística,4,4,4,4,4,4,4,4,4,4
Divisão do Teatro Universitário,Secretaria de Cultura,5,5,5,5,5,5,5,5,5,5
Divisão do Teatro Universitário,Secretaria de Cultura,5,4,5,5,4,5,5,5,4,5
Divisão Médica,Gerência De Atenção À Saúde,5,5,5,5,5,4,5,5,5,5
Editora Universitária,Reitoria,5,5,5,5,5,5,5,5,5,5
Editora Universitária,Reitoria,5,5,5,5,5,5,5,5,5,5
Editora Universitária,Reitoria,5,5,5,5,5,5,5,5,5,5
Editora Universitária,Reitoria,5,5,5,5,5,5,5,5,5,5
Editora Universitária,Reitoria,5,5,4,5,4,5,5,5,5,5
Editora Universitária,Reitoria,5,5,5,5,5,5,5,5,5,5
Editora Universitária,Reitoria,5,5,4,5,5,5,4,5,5,5
Editora Universitária,Reitoria,5,5,5,5,5,5,5,5,5,5
Editora Universitária,Reitoria,4,4,4,4,4,4,4,4,4,4
Editora Universitária,Reitoria,5,5,5,5,5,5,5,5,5,5
Editora Universitária,Reitoria,5,2,3,3,3,4,4,4,3,3
Editora Universitária,Reitoria,5,4,5,5,5,5,5,5,5,5
Editora Universitária,Reitoria,5,4,4,5,4,5,4,5,4,4
Gabinete da Reitoria,Reitoria,5,5,5,5,5,5,5,5,5,5
Gabinete da Reitoria,Reitoria,5,5,5,5,5,5,5,5,5,5
Gabinete da Reitoria,Reitoria,4,3,3,4,3,4,3,4,3,3
Gabinete da Reitoria,Reitoria,5,5,5,5,5,5,5,5,5,5
Gerência Administrativa,Superintendência Hucam,4,5,5,5,5,4,4,5,5,5
Gerência Administrativa,Superintendência Hucam,4,5,5,5,5,4,4,5,5,5
Gerência De Atenção À Saúde,Superintendência Hucam,5,5,5,5,5,5,5,5,5,5
Hospital Veterinário,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Hospital Veterinário,Centro de Ciências Agrárias e Engenharias,5,5,5,5,4,4,5,5,5,5
Hospital Veterinário,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Hospital Veterinário,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Hospital Veterinário,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Hospital Veterinário,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Hospital Veterinário,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Hospital Veterinário,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Hospital Veterinário,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,4,4,4,4,4,4,4,4
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,4,5,4,5,5,5,4,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,4,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,4,5,5,4,4,5,4,4,4
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,4,4,4,4,4,4,4,4,4
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,4,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Instituto de Odontologia,Reitoria,5,5,5,5,5,5,5,5,5,5
Ouvidoria,Reitoria,5,5,5,5,5,5,5,5,5,5
Ouvidoria,Reitoria,4,4,4,4,4,4,4,4,5,5
Ouvidoria,Reitoria,4,5,5,5,5,5,5,5,5,5
Ouvidoria,Reitoria,5,5,4,5,4,5,4,5,5,5
Ouvidoria,Reitoria,5,5,5,4,5,4,4,5,5,5
Ouvidoria,Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Assuntos Estudantis e Cidadania,Reitoria,5,4,4,4,5,4,5,5,4,4
Pró-Reitoria de Assuntos Estudantis e Cidadania,Reitoria,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,Reitoria,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Gestão de Pessoas,Reitoria,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Pesquisa e Pós-Graduação,Reitoria,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Pesquisa e Pós-Graduação,Reitoria,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,Reitoria,5,5,5,5,5,4,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,Reitoria,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,Reitoria,5,5,5,5,5,5,5,5,5,5
Pró-Reitoria de Planejamento e Desenvolvimento Institucional,Reitoria,5,5,5,5,5,5,5,5,5,5
Procuradoria Federal,Reitoria,5,5,5,5,5,5,5,5,5,5
Procuradoria Federal,Reitoria,5,5,5,5,5,5,5,5,5,5
Procuradoria Federal,Reitoria,5,5,5,5,5,5,5,5,5,5
Seção Administrativa,Instituto Tecnológico,2,2,2,2,2,2,2,2,2,2
Seção Administrativa,Instituto de Odontologia,5,4,4,5,5,5,4,5,4,5
Seção Administrativa da Procuradoria,Procuradoria Federal,5,5,5,5,5,5,5,5,5,5
Seção Administrativa do Programa de Pós-Graduação em Educação,Coordenação do Programa de Pós-Graduação em Educação,5,5,5,5,5,5,5,5,5,5
Seção de Análise e Controle Contábil,Coordenação de Contabilidade,5,5,5,5,5,5,5,5,5,5
Seção de Análise e Controle Contábil,Coordenação de Contabilidade,4,4,4,4,3,4,4,4,3,4
Seção de Análise e Controle Contábil,Coordenação de Contabilidade,5,5,5,5,5,5,5,5,5,5
Seção de Análise e Controle Contábil,Coordenação de Contabilidade,5,5,5,5,5,5,5,5,5,5
Seção de Análise e Controle Contábil,Coordenação de Contabilidade,5,5,5,5,5,5,5,5,5,5
Seção de Análise e Controle Contábil,Coordenação de Contabilidade,4,4,4,5,4,5,4,4,4,4
Seção de Análise e Controle Contábil,Coordenação de Contabilidade,5,5,5,5,5,5,5,5,5,5
Seção de Apoio Administrativo e Técnico,Diretoria de Desenvolvimento de Pessoas,5,5,5,5,5,5,5,5,5,5
Seção de Apoio Administrativo e Técnico,Diretoria de Desenvolvimento de Pessoas,5,4,4,5,4,5,4,4,4,4
Seção de Apoio Administrativo e Técnico,Diretoria de Desenvolvimento de Pessoas,5,5,5,5,5,5,5,5,5,5
Seção de Apoio Administrativo e Técnico,Diretoria de Desenvolvimento de Pessoas,5,5,5,5,5,5,5,5,5,5
Seção de Apoio Administrativo e Técnico,Diretoria de Desenvolvimento de Pessoas,5,5,5,5,5,5,5,5,5,5
Seção de Aposentadoria e Pensões,Diretoria de Gestão de Pessoas,5,4,4,4,4,5,4,5,5,4
Seção de Aposentadoria e Pensões,Diretoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,3,5,5,5,5,5,5,4,4
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,4,5,4,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,4,5,5,5,5,4,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
